expName	subject	pairs	cs1	cs2	block	trial	condition	rating	rt	shock	picName	timestamp
LookAtMe1.2	53	1	2	2	1	1	41	4	1.1611100900918245	False	stim\7 F080C.jpg	2019-03-26 14:55:33
LookAtMe1.2	53	1	2	2	1	2	46	3	0.7584681231528521	False	stim\8 F080C + F101C.jpg	2019-03-26 14:55:43
LookAtMe1.2	53	1	2	2	1	3	16	3	0.770334854722023	False	stim\2 M024C + M010C.jpg	2019-03-26 14:55:53
LookAtMe1.2	53	1	2	2	1	4	11	3	0.9297052267938852	False	stim\1 M024C.jpg	2019-03-26 14:56:02
LookAtMe1.2	53	1	2	2	1	5	41	2	0.7937044482678175	False	stim\7 F080C.jpg	2019-03-26 14:56:11
LookAtMe1.2	53	1	2	2	1	6	11	2	1.3303971495479345	False	stim\1 M024C.jpg	2019-03-26 14:56:20
LookAtMe1.2	53	1	2	2	1	7	16	3	0.7746826447546482	False	stim\2 M024C + M010C.jpg	2019-03-26 14:56:30
LookAtMe1.2	53	1	2	2	1	8	46	3	0.6291416678577662	False	stim\8 F080C + F101C.jpg	2019-03-26 14:56:38
LookAtMe1.2	53	1	2	2	1	9	11	1	0.5747092645615339	False	stim\1 M024C.jpg	2019-03-26 14:56:46
LookAtMe1.2	53	1	2	2	1	10	16	2	0.8259892649948597	False	stim\2 M024C + M010C.jpg	2019-03-26 14:56:56
LookAtMe1.2	53	1	2	2	1	11	46	3	1.1779988631606102	False	stim\8 F080C + F101C.jpg	2019-03-26 14:57:06
LookAtMe1.2	53	1	2	2	1	12	41	2	0.5704873744398355	False	stim\7 F080C.jpg	2019-03-26 14:57:15
LookAtMe1.2	53	1	2	2	1	13	16	2	0.6634880024939775	False	stim\2 M024C + M010C.jpg	2019-03-26 14:57:23
LookAtMe1.2	53	1	2	2	1	14	41	1	0.639706764370203	False	stim\7 F080C.jpg	2019-03-26 14:57:31
LookAtMe1.2	53	1	2	2	1	15	46		-99	False	stim\8 F080C + F101C.jpg	2019-03-26 14:57:40
LookAtMe1.2	53	1	2	2	1	16	11	1	1.1804134342819452	False	stim\1 M024C.jpg	2019-03-26 14:57:49
LookAtMe1.2	53	1	2	2	1	17	16	2	1.522629538550973	True	stim\2 M024C + M010C.jpg	2019-03-26 14:57:59
LookAtMe1.2	53	1	2	2	1	18	41	2	0.721420569345355	False	stim\7 F080C.jpg	2019-03-26 14:58:08
LookAtMe1.2	53	1	2	2	1	19	11	4	0.8709100130945444	False	stim\1 M024C.jpg	2019-03-26 14:58:16
LookAtMe1.2	53	1	2	2	1	20	46	2	0.6132570635527372	True	stim\8 F080C + F101C.jpg	2019-03-26 14:58:26
LookAtMe1.2	53	1	2	2	1	21	41	1	0.5884028505533934	False	stim\7 F080C.jpg	2019-03-26 14:58:36
LookAtMe1.2	53	1	2	2	1	22	46	4	0.505558680742979	True	stim\8 F080C + F101C.jpg	2019-03-26 14:58:45
LookAtMe1.2	53	1	2	2	1	23	16	2	0.5697202757000923	True	stim\2 M024C + M010C.jpg	2019-03-26 14:58:54
LookAtMe1.2	53	1	2	2	1	24	11	2	1.5919450800865889	False	stim\1 M024C.jpg	2019-03-26 14:59:02
LookAtMe1.2	53	1	2	2	1	25	16	3	1.4718301109969616	False	stim\2 M024C + M010C.jpg	2019-03-26 14:59:12
LookAtMe1.2	53	1	2	2	1	26	46	4	0.4448590911924839	True	stim\8 F080C + F101C.jpg	2019-03-26 14:59:20
LookAtMe1.2	53	1	2	2	1	27	41	2	0.6303228121250868	False	stim\7 F080C.jpg	2019-03-26 14:59:29
LookAtMe1.2	53	1	2	2	1	28	11	4	1.1138366665691137	False	stim\1 M024C.jpg	2019-03-26 14:59:40
LookAtMe1.2	53	1	2	2	1	29	41	2	0.4650932904332876	False	stim\7 F080C.jpg	2019-03-26 14:59:49
LookAtMe1.2	53	1	2	2	1	30	11	4	0.6047297455370426	False	stim\1 M024C.jpg	2019-03-26 14:59:57
LookAtMe1.2	53	1	2	2	1	31	16	3	0.5604105368256569	True	stim\2 M024C + M010C.jpg	2019-03-26 15:00:07
LookAtMe1.2	53	1	2	2	1	32	46	5	0.7794096246361732	False	stim\8 F080C + F101C.jpg	2019-03-26 15:00:15
LookAtMe1.2	53	1	2	2	1	33	11	2	1.0035184938460588	False	stim\1 M024C.jpg	2019-03-26 15:00:24
LookAtMe1.2	53	1	2	2	1	34	46	4	0.60861661657691	True	stim\8 F080C + F101C.jpg	2019-03-26 15:00:34
LookAtMe1.2	53	1	2	2	1	35	16	2	0.6423538997769356	True	stim\2 M024C + M010C.jpg	2019-03-26 15:00:42
LookAtMe1.2	53	1	2	2	1	36	41	3	1.2653095070272684	False	stim\7 F080C.jpg	2019-03-26 15:00:52
LookAtMe1.2	53	1	2	2	1	37	46	5	0.7004069555550814	False	stim\8 F080C + F101C.jpg	2019-03-26 15:01:01
LookAtMe1.2	53	1	2	2	1	38	41	2	0.7344200704246759	False	stim\7 F080C.jpg	2019-03-26 15:01:09
LookAtMe1.2	53	1	2	2	1	39	16	2	0.6301903054118156	True	stim\2 M024C + M010C.jpg	2019-03-26 15:01:19
LookAtMe1.2	53	1	2	2	1	40	11	2	0.5873010288923979	False	stim\1 M024C.jpg	2019-03-26 15:01:27
LookAtMe1.2	53	1	2	2	1	41	16	3	0.7082407884299755	False	stim\2 M024C + M010C.jpg	2019-03-26 15:01:36
LookAtMe1.2	53	1	2	2	1	42	41	3	0.4888105262070894	False	stim\7 F080C.jpg	2019-03-26 15:01:44
LookAtMe1.2	53	1	2	2	1	43	46	5	0.7092359438538551	True	stim\8 F080C + F101C.jpg	2019-03-26 15:01:53
LookAtMe1.2	53	1	2	2	1	44	11	4	0.4011582490056753	False	stim\1 M024C.jpg	2019-03-26 15:02:03
LookAtMe1.2	53	1	2	2	1	45	16	2	0.5560107678174973	True	stim\2 M024C + M010C.jpg	2019-03-26 15:02:12
LookAtMe1.2	53	1	2	2	1	46	11	3	0.41460905224084854	False	stim\1 M024C.jpg	2019-03-26 15:02:20
LookAtMe1.2	53	1	2	2	1	47	46	5	0.4793502539396286	True	stim\8 F080C + F101C.jpg	2019-03-26 15:02:29
LookAtMe1.2	53	1	2	2	1	48	41	1	0.37497175484895706	False	stim\7 F080C.jpg	2019-03-26 15:02:39
LookAtMe1.2	53	1	2	2	2	49	12	2	1.571684742346406	False	stim\morph\1&2 20.jpg	2019-03-26 15:04:50
LookAtMe1.2	53	1	2	2	2	50	16	4	0.5736924782395363	True	stim\2 M024C + M010C.jpg	2019-03-26 15:04:59
