expName	subject	pairs	block	trial	condition	rating	rt	correct	picName	timestamp
Discrimination_LookAtMe1.2	55	2	1	1	4	4	2.690507675288245	True	stim\6 F053C.jpg	2019-04-10 10:13:08
Discrimination_LookAtMe1.2	55	2	1	2	3	3	0.7578382581705227	True	stim\5 F053C + F048C.jpg	2019-04-10 10:13:18
Discrimination_LookAtMe1.2	55	2	1	3	2	2	1.2358038190286607	True	stim\4 M078C.jpg	2019-04-10 10:13:28
Discrimination_LookAtMe1.2	55	2	1	4	1	1	0.7071704809786752	True	stim\3 M078C + M057C.jpg	2019-04-10 10:13:38
Discrimination_LookAtMe1.2	55	2	1	5	4	4	0.7778798370854929	True	stim\6 F053C.jpg	2019-04-10 10:13:48
Discrimination_LookAtMe1.2	55	2	1	6	2	2	0.7937025314895436	True	stim\4 M078C.jpg	2019-04-10 10:13:58
Discrimination_LookAtMe1.2	55	2	1	7	1	1	0.7455674071097746	True	stim\3 M078C + M057C.jpg	2019-04-10 10:14:07
Discrimination_LookAtMe1.2	55	2	1	8	3	3	1.1012742586899549	True	stim\5 F053C + F048C.jpg	2019-04-10 10:14:18
Discrimination_LookAtMe1.2	55	2	1	9	4	4	1.0753774415934458	True	stim\6 F053C.jpg	2019-04-10 10:14:28
Discrimination_LookAtMe1.2	55	2	1	10	3	3	0.7217783795204014	True	stim\5 F053C + F048C.jpg	2019-04-10 10:14:37
Discrimination_LookAtMe1.2	55	2	1	11	1	1	0.6119855258148164	True	stim\3 M078C + M057C.jpg	2019-04-10 10:14:47
Discrimination_LookAtMe1.2	55	2	1	12	2	2	1.168957291636616	True	stim\4 M078C.jpg	2019-04-10 10:14:57
Discrimination_LookAtMe1.2	55	2	1	13	2	2	1.0500133557943627	True	stim\4 M078C.jpg	2019-04-10 10:15:08
Discrimination_LookAtMe1.2	55	2	1	14	3	3	0.6743809062754735	True	stim\5 F053C + F048C.jpg	2019-04-10 10:15:17
Discrimination_LookAtMe1.2	55	2	1	15	1	1	0.5944913225248456	True	stim\3 M078C + M057C.jpg	2019-04-10 10:15:27
Discrimination_LookAtMe1.2	55	2	1	16	4	4	0.661368798231706	True	stim\6 F053C.jpg	2019-04-10 10:15:37
Discrimination_LookAtMe1.2	55	2	1	17	2	2	0.9783704427536577	True	stim\4 M078C.jpg	2019-04-10 10:15:47
Discrimination_LookAtMe1.2	55	2	1	18	3	3	0.9098719371249899	True	stim\5 F053C + F048C.jpg	2019-04-10 10:15:57
Discrimination_LookAtMe1.2	55	2	1	19	4	4	0.628799767815508	True	stim\6 F053C.jpg	2019-04-10 10:16:06
Discrimination_LookAtMe1.2	55	2	1	20	1	1	0.6753871768014506	True	stim\3 M078C + M057C.jpg	2019-04-10 10:16:16
