expName	subject	pairs	cs1	cs2	block	trial	condition	rating	rt	shock	picName	timestamp
LookAtMe	23	1	2	2	1	1	41	1	1.319148181937635	False	stim\7 F080C.jpg	2019-01-04 17:43:28
LookAtMe	23	1	2	2	1	2	46	3	0.6752844243310392	False	stim\8 F080C + F101C.jpg	2019-01-04 17:43:38
LookAtMe	23	1	2	2	1	3	16	4	0.9671238609589636	False	stim\2 M024C + M010C.jpg	2019-01-04 17:43:47
LookAtMe	23	1	2	2	1	4	11	4	0.5982882869429886	False	stim\1 M024C.jpg	2019-01-04 17:43:57
LookAtMe	23	1	2	2	1	5	41	1	0.7193981120362878	False	stim\7 F080C.jpg	2019-01-04 17:44:06
LookAtMe	23	1	2	2	1	6	11	3	1.4165119249373674	False	stim\1 M024C.jpg	2019-01-04 17:44:14
LookAtMe	23	1	2	2	1	7	16	3	0.4683963479474187	False	stim\2 M024C + M010C.jpg	2019-01-04 17:44:23
LookAtMe	23	1	2	2	1	8	46	3	0.7887082467786968	False	stim\8 F080C + F101C.jpg	2019-01-04 17:44:32
LookAtMe	23	1	2	2	1	9	11	2	0.7081133900210261	False	stim\1 M024C.jpg	2019-01-04 17:44:41
LookAtMe	23	1	2	2	1	10	16	3	1.0608146679587662	False	stim\2 M024C + M010C.jpg	2019-01-04 17:44:50
LookAtMe	23	1	2	2	1	11	46	2	0.7307528434321284	False	stim\8 F080C + F101C.jpg	2019-01-04 17:44:58
LookAtMe	23	1	2	2	1	12	41	1	0.49468680331483483	False	stim\7 F080C.jpg	2019-01-04 17:45:08
LookAtMe	23	1	2	2	1	13	16	2	0.6713065123185515	False	stim\2 M024C + M010C.jpg	2019-01-04 17:45:17
LookAtMe	23	1	2	2	1	14	41	1	0.5939690424129367	False	stim\7 F080C.jpg	2019-01-04 17:45:26
LookAtMe	23	1	2	2	1	15	46	1	0.9088115002959967	False	stim\8 F080C + F101C.jpg	2019-01-04 17:45:34
LookAtMe	23	1	2	2	1	16	11	3	1.3895084564574063	False	stim\1 M024C.jpg	2019-01-04 17:45:43
LookAtMe	23	1	2	2	1	17	16	2	0.5638064402155578	True	stim\2 M024C + M010C.jpg	2019-01-04 17:45:53
LookAtMe	23	1	2	2	1	18	41	4	1.7863844181410968	False	stim\7 F080C.jpg	2019-01-04 17:46:01
LookAtMe	23	1	2	2	1	19	11		-1	False	stim\1 M024C.jpg	2019-01-04 17:46:10
LookAtMe	23	1	2	2	1	20	46	1	1.185784020461142	True	stim\8 F080C + F101C.jpg	2019-01-04 17:46:20
LookAtMe	23	1	2	2	1	21	41	1	0.5520884413272142	False	stim\7 F080C.jpg	2019-01-04 17:46:29
LookAtMe	23	1	2	2	1	22	46	3	0.5897720884531736	True	stim\8 F080C + F101C.jpg	2019-01-04 17:46:38
LookAtMe	23	1	2	2	1	23	16	4	1.5643635098822415	True	stim\2 M024C + M010C.jpg	2019-01-04 17:46:47
LookAtMe	23	1	2	2	1	24	11	3	0.6759211183525622	False	stim\1 M024C.jpg	2019-01-04 17:46:56
LookAtMe	23	1	2	2	1	25	16	4	0.6807000814005733	False	stim\2 M024C + M010C.jpg	2019-01-04 17:47:05
LookAtMe	23	1	2	2	1	26	46	2	1.527007975615561	True	stim\8 F080C + F101C.jpg	2019-01-04 17:47:15
LookAtMe	23	1	2	2	1	27	41	1	0.9706865241751075	False	stim\7 F080C.jpg	2019-01-04 17:47:24
LookAtMe	23	1	2	2	1	28	11	3	0.5932890800759196	False	stim\1 M024C.jpg	2019-01-04 17:47:33
LookAtMe	23	1	2	2	1	29	41	1	0.4440826796926558	False	stim\7 F080C.jpg	2019-01-04 17:47:41
LookAtMe	23	1	2	2	1	30	11	4	0.5445749079808593	False	stim\1 M024C.jpg	2019-01-04 17:47:50
LookAtMe	23	1	2	2	1	31	16	4	1.4181446749716997	True	stim\2 M024C + M010C.jpg	2019-01-04 17:47:58
LookAtMe	23	1	2	2	1	32	46	5	1.1319318246096373	False	stim\8 F080C + F101C.jpg	2019-01-04 17:48:07
LookAtMe	23	1	2	2	1	33	11	2	0.5509505644440651	False	stim\1 M024C.jpg	2019-01-04 17:48:16
LookAtMe	23	1	2	2	1	34	46	4	0.6399210006929934	True	stim\8 F080C + F101C.jpg	2019-01-04 17:48:26
LookAtMe	23	1	2	2	1	35	16	1	1.586375584360212	True	stim\2 M024C + M010C.jpg	2019-01-04 17:48:36
LookAtMe	23	1	2	2	1	36	41	1	0.7154162940569222	False	stim\7 F080C.jpg	2019-01-04 17:48:45
LookAtMe	23	1	2	2	1	37	46	4	0.6549105080775917	False	stim\8 F080C + F101C.jpg	2019-01-04 17:48:55
LookAtMe	23	1	2	2	1	38	41	1	1.0188036635518074	False	stim\7 F080C.jpg	2019-01-04 17:49:05
LookAtMe	23	1	2	2	1	39	16	4	0.42269708355888724	True	stim\2 M024C + M010C.jpg	2019-01-04 17:49:15
LookAtMe	23	1	2	2	1	40	11	3	0.8862363467924297	False	stim\1 M024C.jpg	2019-01-04 17:49:24
LookAtMe	23	1	2	2	1	41	16	2	0.620379684958607	False	stim\2 M024C + M010C.jpg	2019-01-04 17:49:33
LookAtMe	23	1	2	2	1	42	41	1	0.5824346300214529	False	stim\7 F080C.jpg	2019-01-04 17:49:42
LookAtMe	23	1	2	2	1	43	46	4	0.608032503630966	True	stim\8 F080C + F101C.jpg	2019-01-04 17:49:52
LookAtMe	23	1	2	2	1	44	11	3	1.5947060934267938	False	stim\1 M024C.jpg	2019-01-04 17:50:02
LookAtMe	23	1	2	2	1	45	16	4	0.6028130524791777	True	stim\2 M024C + M010C.jpg	2019-01-04 17:50:11
LookAtMe	23	1	2	2	1	46	11	2	0.6992267123423517	False	stim\1 M024C.jpg	2019-01-04 17:50:20
LookAtMe	23	1	2	2	1	47	46	4	1.3113906676881015	True	stim\8 F080C + F101C.jpg	2019-01-04 17:50:28
LookAtMe	23	1	2	2	1	48	41	1	0.5663424003869295	False	stim\7 F080C.jpg	2019-01-04 17:50:37
LookAtMe	23	1	2	2	2	49	12	3	1.09710323670879	False	stim\morph\1&2 20.jpg	2019-01-04 17:56:49
LookAtMe	23	1	2	2	2	50	16	3	0.8194177029654384	True	stim\2 M024C + M010C.jpg	2019-01-04 17:56:58
LookAtMe	23	1	2	2	2	51	15	4	0.9131472706794739	False	stim\morph\1&2 80.jpg	2019-01-04 17:57:07
LookAtMe	23	1	2	2	2	52	14	2	0.7193091735243797	False	stim\morph\1&2 60.jpg	2019-01-04 17:57:17
LookAtMe	23	1	2	2	2	53	16	3	0.9765072138980031	False	stim\2 M024C + M010C.jpg	2019-01-04 17:57:25
LookAtMe	23	1	2	2	2	54	43	2	1.7185393711552024	False	stim\morph\7&8 40.jpg	2019-01-04 17:57:34
LookAtMe	23	1	2	2	2	55	45	4	0.6200125114992261	False	stim\morph\7&8 80.jpg	2019-01-04 17:57:43
LookAtMe	23	1	2	2	2	56	13	2	1.4793325257487595	False	stim\morph\1&2 40.jpg	2019-01-04 17:57:53
LookAtMe	23	1	2	2	2	57	41	1	0.7424867674708366	False	stim\7 F080C.jpg	2019-01-04 17:58:02
LookAtMe	23	1	2	2	2	58	46	2	0.37583139864727855	True	stim\8 F080C + F101C.jpg	2019-01-04 17:58:12
LookAtMe	23	1	2	2	2	59	11	3	1.1841813176870346	False	stim\1 M024C.jpg	2019-01-04 17:58:22
LookAtMe	23	1	2	2	2	60	42	1	0.5870756772346795	False	stim\morph\7&8 20.jpg	2019-01-04 17:58:31
LookAtMe	23	1	2	2	2	61	46	4	0.7234174888581038	False	stim\8 F080C + F101C.jpg	2019-01-04 17:58:40
