expName	subject	pairs	cs1	cs2	block	trial	condition	rating	rt	shock	picName	timestamp
LookAtMe	26	2	2	2	1	1	31		-1	False	stim\5 F053C + F048C.jpg	2019-01-09 09:44:07
LookAtMe	26	2	2	2	1	2	36	3	0.5581245673820376	False	stim\6 F053C.jpg	2019-01-09 09:44:16
LookAtMe	26	2	2	2	1	3	26	3	0.9193651806563139	False	stim\4 M078C.jpg	2019-01-09 09:44:26
LookAtMe	26	2	2	2	1	4	21	3	0.36994700925424695	False	stim\3 M078C + M057C.jpg	2019-01-09 09:44:35
LookAtMe	26	2	2	2	1	5	31	3	0.4950590841472149	False	stim\5 F053C + F048C.jpg	2019-01-09 09:44:44
LookAtMe	26	2	2	2	1	6	21	3	0.5174668761901557	False	stim\3 M078C + M057C.jpg	2019-01-09 09:44:52
LookAtMe	26	2	2	2	1	7	26	3	0.8488558731041849	False	stim\4 M078C.jpg	2019-01-09 09:45:01
LookAtMe	26	2	2	2	1	8	36	1	1.0825674375519156	False	stim\6 F053C.jpg	2019-01-09 09:45:09
LookAtMe	26	2	2	2	1	9	21	1	0.4765709131024778	False	stim\3 M078C + M057C.jpg	2019-01-09 09:45:17
LookAtMe	26	2	2	2	1	10	26	1	0.39498030161485076	False	stim\4 M078C.jpg	2019-01-09 09:45:27
LookAtMe	26	2	2	2	1	11	36	1	0.4664396923035383	False	stim\6 F053C.jpg	2019-01-09 09:45:36
LookAtMe	26	2	2	2	1	12	31	1	0.8114576726220548	False	stim\5 F053C + F048C.jpg	2019-01-09 09:45:45
LookAtMe	26	2	2	2	1	13	26	1	0.5326006091199815	False	stim\4 M078C.jpg	2019-01-09 09:45:54
LookAtMe	26	2	2	2	1	14	31	1	0.499929990619421	False	stim\5 F053C + F048C.jpg	2019-01-09 09:46:03
LookAtMe	26	2	2	2	1	15	36	1	0.725305637344718	False	stim\6 F053C.jpg	2019-01-09 09:46:13
LookAtMe	26	2	2	2	1	16	21	1	0.7374800490215421	False	stim\3 M078C + M057C.jpg	2019-01-09 09:46:21
LookAtMe	26	2	2	2	1	17	26	1	0.684524152893573	True	stim\4 M078C.jpg	2019-01-09 09:46:31
LookAtMe	26	2	2	2	1	18	31	1	0.4651945475488901	False	stim\5 F053C + F048C.jpg	2019-01-09 09:46:40
LookAtMe	26	2	2	2	1	19	21	1	0.3834344712086022	False	stim\3 M078C + M057C.jpg	2019-01-09 09:46:50
LookAtMe	26	2	2	2	1	20	36	1	0.4023502101190388	True	stim\6 F053C.jpg	2019-01-09 09:47:00
LookAtMe	26	2	2	2	1	21	31	3	0.7203938672319055	False	stim\5 F053C + F048C.jpg	2019-01-09 09:47:09
LookAtMe	26	2	2	2	1	22	36	4	0.44321101857349277	True	stim\6 F053C.jpg	2019-01-09 09:47:18
LookAtMe	26	2	2	2	1	23	26	5	0.6918474887497723	True	stim\4 M078C.jpg	2019-01-09 09:47:26
LookAtMe	26	2	2	2	1	24	21	1	0.4589441870339215	False	stim\3 M078C + M057C.jpg	2019-01-09 09:47:36
LookAtMe	26	2	2	2	1	25	26	5	0.425865831784904	False	stim\4 M078C.jpg	2019-01-09 09:47:45
LookAtMe	26	2	2	2	1	26	36	5	0.4356824620626867	True	stim\6 F053C.jpg	2019-01-09 09:47:55
LookAtMe	26	2	2	2	1	27	31	1	0.3851636713370681	False	stim\5 F053C + F048C.jpg	2019-01-09 09:48:05
LookAtMe	26	2	2	2	1	28	21	1	0.5271552056074142	False	stim\3 M078C + M057C.jpg	2019-01-09 09:48:14
LookAtMe	26	2	2	2	1	29	31	1	0.3155798097141087	False	stim\5 F053C + F048C.jpg	2019-01-09 09:48:22
LookAtMe	26	2	2	2	1	30	21	1	0.7123190574347973	False	stim\3 M078C + M057C.jpg	2019-01-09 09:48:31
LookAtMe	26	2	2	2	1	31	26	4	0.42919803550466895	True	stim\4 M078C.jpg	2019-01-09 09:48:41
LookAtMe	26	2	2	2	1	32	36	5	0.4205406163819134	False	stim\6 F053C.jpg	2019-01-09 09:48:49
LookAtMe	26	2	2	2	1	33	21	1	0.42780175525695086	False	stim\3 M078C + M057C.jpg	2019-01-09 09:48:59
LookAtMe	26	2	2	2	1	34	36	5	0.4155582357198	True	stim\6 F053C.jpg	2019-01-09 09:49:08
LookAtMe	26	2	2	2	1	35	26	4	0.4980391375720501	True	stim\4 M078C.jpg	2019-01-09 09:49:16
LookAtMe	26	2	2	2	1	36	31	1	0.46711514703929424	False	stim\5 F053C + F048C.jpg	2019-01-09 09:49:25
LookAtMe	26	2	2	2	1	37	36	5	0.39184790989384055	False	stim\6 F053C.jpg	2019-01-09 09:49:33
LookAtMe	26	2	2	2	1	38	31	1	0.38898143358528614	False	stim\5 F053C + F048C.jpg	2019-01-09 09:49:43
LookAtMe	26	2	2	2	1	39	26	4	0.3960208264179528	True	stim\4 M078C.jpg	2019-01-09 09:49:52
LookAtMe	26	2	2	2	1	40	21	1	0.47054800763726234	False	stim\3 M078C + M057C.jpg	2019-01-09 09:50:02
LookAtMe	26	2	2	2	1	41	26	4	0.40183640783652663	False	stim\4 M078C.jpg	2019-01-09 09:50:11
LookAtMe	26	2	2	2	1	42	31	1	0.3304500305093825	False	stim\5 F053C + F048C.jpg	2019-01-09 09:50:19
LookAtMe	26	2	2	2	1	43	36	5	0.37085232278332114	True	stim\6 F053C.jpg	2019-01-09 09:50:28
LookAtMe	26	2	2	2	1	44	21	1	0.7162089315243065	False	stim\3 M078C + M057C.jpg	2019-01-09 09:50:37
LookAtMe	26	2	2	2	1	45	26	4	0.38714736932888627	True	stim\4 M078C.jpg	2019-01-09 09:50:45
LookAtMe	26	2	2	2	1	46	21	1	0.37033251114189625	False	stim\3 M078C + M057C.jpg	2019-01-09 09:50:54
LookAtMe	26	2	2	2	1	47	36	5	0.47361279372125864	True	stim\6 F053C.jpg	2019-01-09 09:51:04
LookAtMe	26	2	2	2	1	48	31	1	0.4613605607300997	False	stim\5 F053C + F048C.jpg	2019-01-09 09:51:14
LookAtMe	26	2	2	2	2	49	22	4	0.7006833874620497	False	stim\morph\3&4 20.jpg	2019-01-09 09:53:06
LookAtMe	26	2	2	2	2	50	26	4	0.8285096003673971	True	stim\4 M078C.jpg	2019-01-09 09:53:16
LookAtMe	26	2	2	2	2	51	25	2	0.8502245103009045	False	stim\morph\3&4 80.jpg	2019-01-09 09:53:25
LookAtMe	26	2	2	2	2	52	24	1	0.4393439795821905	False	stim\morph\3&4 60.jpg	2019-01-09 09:53:34
LookAtMe	26	2	2	2	2	53	26	4	0.3919711019843817	False	stim\4 M078C.jpg	2019-01-09 09:53:42
LookAtMe	26	2	2	2	2	54	33	5	0.5287792417220771	False	stim\morph\5&6 40.jpg	2019-01-09 09:53:51
LookAtMe	26	2	2	2	2	55	35	2	0.5322676892392337	False	stim\morph\5&6 80.jpg	2019-01-09 09:54:00
LookAtMe	26	2	2	2	2	56	23	2	0.4436436938121915	False	stim\morph\3&4 40.jpg	2019-01-09 09:54:10
LookAtMe	26	2	2	2	2	57	31	1	0.37543057231232524	False	stim\5 F053C + F048C.jpg	2019-01-09 09:54:20
LookAtMe	26	2	2	2	2	58	36	5	0.37147549632936716	True	stim\6 F053C.jpg	2019-01-09 09:54:29
LookAtMe	26	2	2	2	2	59	21	2	0.47765891207382083	False	stim\3 M078C + M057C.jpg	2019-01-09 09:54:38
LookAtMe	26	2	2	2	2	60	32	5	0.33113870583474636	False	stim\morph\5&6 20.jpg	2019-01-09 09:54:48
LookAtMe	26	2	2	2	2	61	36	5	0.4378653704188764	False	stim\6 F053C.jpg	2019-01-09 09:54:56
LookAtMe	26	2	2	2	2	62	34	2	0.4190145330503583	False	stim\morph\5&6 60.jpg	2019-01-09 09:55:06
LookAtMe	26	2	2	2	2	63	26	2	0.37390899611636996	False	stim\4 M078C.jpg	2019-01-09 09:55:14
LookAtMe	26	2	2	2	2	64	25	1	0.572613793425262	False	stim\morph\3&4 80.jpg	2019-01-09 09:55:23
